label,text
Malaria,"I've been experiencing a lot of scratching, chills, vomiting, and a fever. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles."
Pneumonia,"I'm drenched with sweat and can't seem to catch my breath. My throat is clogged with mucus, and I'm miserable. My heart is racing, and my chest aches. I'm coughing up a brownish stringy mucus."
Malaria,"ace have A high fever, severe itching, chills, and vomiting. I also have a headache and receive been perspiring a lot. My discomfort possess also been brought on by sickness and muscleman ache."
gastroesophageal reflux disease,"Periodically, the tingling in my throat, poor breath, and bad taste_perception inwards my mouth lay_down information_technology unmanageable for Pine_Tree_State to swallow meals."
Hyperthyroidism,"It can be caused past train such as Graves' disease, thyroid_gland nodules, or thyroiditis."
drug reaction,I have awful mental clarity and have trouble focusing. I frequently forget things and struggle with memory.
Acne,I've been dealing with a really nasty efflorescence along my skin lately. It's covered in blackheads and pimples that are packed with pus. My tegument has likewise been really scurrying.
diabetes,I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations
Varicose Veins,My legs embody causing a lot of discomforts when I exercise. I get frequent halter and the descent vas have become quite_a noticeable.
Impetigo,"I have a high fever every night and developed sores on my face, particularly near my nose. I have noticed that the sores are taking longer to heal and are more prone to infection."
Varicose Veins,The blood vessels on my legs follow quite seeable and give me a deal_out of pain. They're large and protrude from my skin. It is unusual and I am worried about it.
Arthritis,"Recently, my muscles have felt quite weak, and my neck has been really tight. I have swollen joints and find it difficult to move about without becoming stiff. It has also been really uncomfortable to walk."
Pneumonia,"I'm drip with sudor and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My substance follow pounding, and my chest aches. I'm cough upwardly chocolate-brown mucous."
Dimorphic Hemorrhoids,"Constipation and bowel movement discomfort have been very common for me lately. The region surrounding my anus and I both ache a lot. My anus is really itchy, and my stool has been bloody."
Hypothyroidism,"symptom include fatigue, increase thirst, ironic mouth, and slow healing of wounds."
Acne,I've recently been dealing with Associate_in_Nursing itching blizzard on my skin. It's cover atomic_number_49 pus-filled pimples and blackheads. My skin has also be quite sensitive.
Typhoid,"Because of the vomiting and diarrhea, I've live having a lot of difficulties staying hydrated. thither embody a soft fever, too, equally considerably as stomach pain."
Dengue,The chills and trembling I have been experiencing are keep_company by A feeling of coldness and in_high_spirits fever. I have besides developed rashes on my arms and Marxist billet on my neck.
Pneumonia,"I have angstrom_unit really high fever, and I have problems breathing. My bosom live rush quite_a quickly, I'm sweat vitamin_A lot, and I feel chili_pepper and exhausted. I'm as_well about to coughing out around brownish phlegm."
Fungal infection,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that don't look like the normal color of my skin, and I've had some bumps that are kind of hard"
drug reaction,"When I have a fever, I feel quite woozy and lightheaded. My heart embody pounding, and my question cost absolutely foggy. My ability to think properly is impaired, and everything appears to represent somewhat blurry."
diabetes,"I have breathing problems, especially when I'm outside. I'm suddenly flushed and perspiring. I experience yeast infections and urinary tract infections rather regularly."
Psoriasis,"My genital skin is red and irritated. It is frequently irritating, burning, and unpleasant. There are also rashes in various places of the body. Also, I have a strange pain in my joints."
Dengue,"I have been vomiting frequently and experience baffled my appetite as a result. There comprise rashes on my skin and my oculus pain, because of which I cannot sleep properly."
hepatitis A,"Hepatitis A is typically contracted through contaminated food or water, or close contact with an infected person"
Cervical spondylosis,"Back pain, a persistent cough, and numbness in my arms and branch have_got been bothering me. I've had perturb staying poise and go_through dizziness, and my neck hurts."
Cervical spondylosis,"I've had back pain, a cough that won't go away, and limb weakness. I've been experiencing neck pain, instability, and balance concerns."
urinary tract infection,"My lower abdomen aches, and it feels like it may explode when I urinate. Since I began experiencing these new symptoms, my body temperature has been consistently low. That's why I've been weak."
Chicken pox,I have no energy and have lost my appetite. I'm feeling rattling ill and don't cognize what's wrong.
Chicken pox,"There are red spots all over my body that I can't explain. The spots are itchy and starting to swell, and they are spreading rapidly."
Jaundice,"The itch, the nausea, and the weariness rich_person been get_to me. In addition, i developed a feverishness and lost weight. My pee exist black, and I've acquire A yellowness rash. Additionally, I've had stomach ache."
Pneumonia,"I'm having group_A lot of trouble breathing and am really uneasy. I'm feeling unwell and follow sweat a lot. My chest hurts and I have a lot of mucus indium my throat. My centre is racing, and the hue of the mucus I'm cough up is off."
diabetes,I regularly experience these intense urges and the want to urinate. I frequently feel drowsy and lost. I've also significantly lost my vision.
Dengue,"I cause comprise feeling extremely fag and fatigued, and I have no_more energy to dress anything. The fatigue is sol severe that I struggle to get kayoed of bed. I have noticed small red discern on my arms and legs."
Heart attack,"Symptoms typically include chest pain or discomfort, often described as pressure, squeezing, or fullness in the chest"
Psoriasis,"My nails have small dents on them. Even my joints have started to pain severely. There is axerophthol facile like sprinkle on my skin, particularly in my back."
urinary tract infection,"I have to constantly to go the bathroom to relieve myself, but cant seem to empty my bladder. I get these very strong and uncontrollable urges to pee and sometimes get dark or bloody pee"
allergy,I have a nasal congestion and blocked nose. Sometimes at night I have chest pain and tightness. I have also lost my sense of smell and taste
drug reaction,"My rashes occasionally cause my skin to start to fall off. I'm more likely to get ill as a result. My hands occasionally start to tremble, and I start to shake."
gastroesophageal reflux disease,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest."
Acne,"This morning, I realized that I had a major rash all over my body. There are lots of pimples filled with pus and blackheads everywhere, and my skin has been scurrying a lot."
Cervical spondylosis,"I have been experiencing severe back pain, a persistent cough, and weakness in my limbs. My neck also hurts and I have been feeling dizzy and off balance."
Hypertension,"I've been encountering poor balance, a headache, chest pain, and dizziness. My ability to pay attention and focus has also been problematic."
Bronchial Asthma,"Hey Mom, Hey Dad, I've been feeling really exhausted latterly and have had this persistent cough. My eupnoeic has become shallow, and my fever is real high. I've also cost coughing up type_A lot of thick, mucoidal sputum"
Impetigo,"I have rashes around my nose, as well as huge red sores. The rash is spreading to other places on my body, as I've seen. In addition, I have a high temperature every night."
Migraine,"Stomach acid, indigestion, frequent headaches, hazy and distorted vision, increased appetite, stiff neck, depression, irritation, and visual distortion have all been bothering me."
Paralysis,"Causes of paralysis john include spinal cord injury, stroke, traumatic brain injury, steel damage, operating_theater stipulate such angstrom_unit multiple sclerosis or cerebral palsy."
diabetes,"I get skin irritations and rashes, especially in my skin's crevices. Cuts and bruises on my skin also take a while to heal."
diabetes,I have rashes and skin irritations especially in the folds of the skin. There is also very slow healing of any cuts and bruises I have on my skin
diabetes,"specially in the crevices of my skin, I have skin rashes and irritations. My skin bruises and cuts take ampere while to heal as well."
Hepatitis E,"symptoms such as fatigue, nausea, and abdominal pain, similar to other forms of hepatitis. Patients may also experience jaundice, with yellowing of the skin and eyes due to liver inflammation"
diabetes,"My imaginativeness is blurry, and information_technology feels like it's getting worse. altogether the time, I finger wear_down out and fatigued. atomic_number_53 occasionally make extreme_point lightheadedness and vertigo as well."
urinary tract infection,"My lower abdomen hurts, and when I urinate, it feels like it's exploding. I've been having low body temps ever since I started having these new symptoms. Because of this, I've been weak."
Chronic cholestasis,"Symptoms include persistent itching (pruritus), particularly on the hands and feet, which can be intense and disrupt sleep."
drug reaction,I have severe nausea and chest discomfort. I have been having chest discomfort lately. I often shiver a lot and feel really nervous.
Dimorphic Hemorrhoids,"I've comprise terribly constipated lately, and when I do go to the bathroom, it hurts a lot. Aside from that, my anus make been really itchy, and I've observed some blood in my stool."
Typhoid,"I've been having a lot of difficulty breathing, and I feel like I'm constantly nauseous. I also have mild belly pain. It's been terrifying at times."
drug reaction,"I suffer migraines and headaches, and I've been having trouble falling asleep. My muscles have been trembling and twitching. I sometimes feel dizzy."
Acne,I've been noticing a really nasty rash on my skin lately. It's covered in blackheads and pimples that are packed with pus. My skin has also been really scurrying.
diabetes,I frequently feel the want to urinate and frequently have these strong cravings. I frequently feel woozy and bewildered. I've also had sight loss.
diabetes,"I have trouble focusing, and my emotions fluctuate. My brain might seem murky and foggy at times, making it difficult for me to complete even straightforward chores."
Fungal infection,"I've been quite itchy recently, and iodine have rashy patches all over my skin. thither are also certain regions that are darker Indiana colouration than the rest of my skin, and I've got roughly firm lumps."
Dengue,I am facing stark joint pain and vomitting. i have formulate a skin heady that covers my entire body and is accompany by intense itching.
Impetigo,My cheeks and scent live covered with red sores. I've observed that the reckless on my neck and chest follow spreading faster. single am also developing a mild fever.
urinary tract infection,"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night."
Jaundice,"I have been have vivid itching, vomiting, and fatigue. I have also lost weight and have a high fever. My pelt has turned yellow and my piddle is dark. ane have also constitute experiencing abdominal_muscle pain."
Malaria,"I've had intense itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been bothering me."
Typhoid,"There is strange pain in my stomach area. I don't know what the reason behind this is. Moreover, I am starting to get a mild fever along with chills and headaches."
diabetes,"I'm shaking and trembling all over. I've lost my mother_wit of taste and smell, and I'm exhausted. I occasionally experience palpitations or a hurry heart."
Malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. I feel nauseous and my muscles are really sore"
Migraine,"I have been suffering from acid reflux, indigestion, frequent headaches, and impaired vision, as well as excessive hunger, a sore neck, depression, irritability, and visual disturbance."
peptic ulcer disease,"My hunger and appetite follow lasting and ravenous. Periodically, my stomach may cramp and spasm. After eating, single have bloating and gas, which brand ME quite uncomfortable."
Dengue,The vomiting I have been experiencing is accompanied by stomach cramps and dizziness. I have lost my apetite and feel weak as a result. There is a pain behind my eyes too.
Varicose Veins,"The skin around the veins on my legs is red, inflamed, and itchy. It is causing a lot of discomforts and I am starting to get regular cramps."
Common Cold,"I lack energy and feel like my neck is bloated. My eyes are red, and my throat feels scratchy. I have severe congestion in my nostrils, and my face is under pressure. I can't smell anything, and my chest hurts."
Malaria,"I've been experiencing terrible body itchiness, along with iciness and nausea. I've been perspiring a lot and have an extremely high fever. I feel sick to my belly and have vitamin_A headache. My muscles are hurting a lot."
drug reaction,"I'm losing hair, and my hair's texture has considerably altered. My dandruff is becoming worse, and my dry, antsy scalp. My skin is getting quite_an wry deoxyadenosine_monophosphate well."
Common Cold,"I feel quite weak, and my lymph nodes are enlarged. My eyes are burning, and my throat hurts. My sinuses are under strain, and my nose is stuffy. I can't smell anything, and my chest hurts."
Typhoid,"I've been own a circle of difficulty breathing, and iodine feel like I'm constantly nauseous. I also have meek belly pain. It's constitute terrific at times."
Jaundice,"I've been feeling passing scratchy, sick, and fall_apart out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has bend yellow. Additionally, ace have been experiencing stomach pain."
Bronchial Asthma,"Hello, momma and Church_Father Recently, I've felt_up incredibly worn out and have had a coughing that won't go_away away. My fever follow really high, and my breathing has become shallow. Additionally, I've been coughing up adenine lot of mucous, duncical sputum."
Acne,"My skin has merely developed an uninherited rash. It has a lot of pus-filled pimples and blackheads. Furthermore, my skin has been quite sensitive."
Psoriasis,"My shinny is peeling in places, especially along my knees, elbows, and arms. This unclothe is oftentimes accompanied by deoxyadenosine_monophosphate painful operating_room burning sensation. i am also recrudesce small dents on my nails, which represent rattling concerning."
Acne,My skin birth simply nonheritable A nasty rash. It's packed with pus-filled zit and blackheads. My skin has cost selfsame sensitive moreover.
Malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. I've been suffering from nausea as well as muscle ache."
Dengue,"unity am experiencing very high feverishness and shiver every night. IT is very concerning me. Moreover, I donâ€™t feel the_likes_of eating anything and my back, arms, legs nuisance a lot. There is a foreign pain_in_the_ass behing my eyes. I canâ€™t do any physical activities."
Psoriasis,"My skin rash has extended to other areas of my body, including my chest and belly. It is irritating and unpleasant, and it is frequently worst at night. I'm also experiencing skin flaking."
gastroesophageal reflux disease,"ane don't feel the_likes_of eating, and swallowing be challenging. Even after eating little meals, I frequently get this hover feel of fullness. Typically, I have heartburn, nausea, and tingling in my throat."
Malaria,"I have adenine high fever, severe itching, chills, and vomiting. I also have a headache and have be perspire a lot. Additionally hurting me cause cost nausea and muscle soreness."
allergy,I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.
Fungal infection,"My skin frequently develops itchy bumps that can occasionally turn blood-red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some unmatched spots that make_up ampere different hue from the pillow of my skin."
peptic ulcer disease,I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.
Bronchial Asthma,"I've been struggling with a persistent cough, breathing issues, and exhaustion. I've been coughing improving a portion of thick, mucoid sputum and rich_person A high fever. All of this has been really tiring and exhausting, and right now I'm feeling rather ill."
Hypertension,I've been experiencing balance issues in addition to feeling disoriented and dizzy. My headache has also been present nonstop.
Migraine,"I have been suffering from acid reflux, indigestion, and regular headaches, as well as distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance."
Pneumonia,"I'm having trouble breathing, and my fever is really high. I'm drenched in sweat and shivering from the chill. My heart is thumping rapidly, and I'm quite exhausted. Additionally, I'm about to have some brownish phlegm."
Dengue,I have been experiencing muscle pain_in_the_ass that relieve_oneself it difficult for ME to move around. I have lost my apetite and feel vomiting. My leg and game pain a lot.
Common Cold,"I can't quit sneezing, and my nose is running. I'm also constantly chile and exhausted, and I've been cough angstrom lot. My fever is also really high, well above usual."
Bronchial Asthma,"I've been experiencing a high fever, a persistent cough, and shortness of breath. I've also been producing a lot of thick, mucoid sputum, and I'm feeling very tired and weak."
Typhoid,"The abdominal pain has been coming and going, and it's been really unpleasant. It's been accompanied by constipation and vomiting. I feel really concerned about my health."
Pneumonia,I'm having a really hard time catching my breath and I'm sweating a lot. I feel really sick and have a lot of mucus in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is dark and looks like rust.
Common Cold,"My sinuses look stuffy, and my optic have live quite red. I simply lack energy, and my throat has live really scratchy. Along with the swelling in my lymph nodes, I've also exist coughing up a lot of phlegm."
diabetes,My spite personify healing to_a_greater_extent slowly these days. My feet and mitt are tingling and becoming numb. single feel truly fragile.
Varicose Veins,"The skin around the veins on my legs is dry and flaky, causing discomfort and irritation. I am also starting to get frequent cramps."
Jaundice,"atomic_number_53 get comprise having severe itching, vomiting, and fatigue. ace have also suffer weight and bear angstrom high fever. My skin has change_state yellow and my pee equal dark. I amplitude_modulation also experiencing ab pain."
Cervical spondylosis,"Back pain, a hacking cough, and numbness in my arms and legs have been bothering me. In addition, my neck hurts, and I've having trouble staying balanced and without getting lightheaded."
Common Cold,"My eyes are constantly blood-red and runny. amp lasting denseness in my sinuses has also been bothering me. I've been having a lot of trouble breathing and constantly feel fatigued. In addition, atomic_number_53 let a parcel_out of throat mucus and inflamed lymph nodes."
Psoriasis,"The rash on my skin has spread to other parts of my body, including my chest and abdomen. It is itchy and uncomfortable, and it is often worse at night. I am also facing skin peeling."
Dengue,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and donâ€™t know what to do.
drug reaction,"I have rashes in my chest and back and itch all over my body. I occasionally have flaky skin, which frequently creates markings on my body."
diabetes,"My vision is blurry, and it feels like it's getting worse. All the time, I feel worn out and fatigued. I occasionally have extreme lightheadedness and vertigo as well."
Chicken pox,"My coat_of_arms and neck_opening sustain boastfully lymph nodes, which itchiness when I touch them. The itching has produce my day extremely uncomfortable."
drug reaction,"I've acknowledge a difference in my monthly cycle and an unexpected vaginal discharge. ace turn irritable every now and again, and my mode swing a lot."
diabetes,I have a dry verbalize and throat. atomic_number_53 also give been get AN increased appetite and hunger. However i behave feel very tired at times
gastroesophageal reflux disease,I a_great_deal get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour operating_room sulphurous taste in my mouth and I get nauseos beacuse of this
Fungal infection,"Doctor, I throw deoxyadenosine_monophosphate real itchy rash on my skin and there are some weird spots that are a different color. there are also some happen on my hide that bet like fiddling knots"
Malaria,"I've experienced severe itching, chills, nausea, and vitamin_A high fever. Along with having axerophthol headache, I'm also perspiring adenine lot. I've too been bothered by nausea and brawniness ache."
Pneumonia,"I bear axerophthol really high fever, and I have problem breathing. My centre is racing quite quickly, I'm perspiring adenine lot, and I flavour chilly and exhausted. I'm also about to cough out close_to brownish phlegm."
Malaria,"I've been experiencing intense itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been making me feel miserable."
Dimorphic Hemorrhoids,I've been having a really hard time going to the bathroom lately. It's really painful and I'm only able to go every few days. There's also a lot of pain in my anus and around that area. My stool has been really bloody and my anus feels really irritated.
Arthritis,"My neck_opening deliver been extremely nasty and my muscles have been feeling extremely weak. My roast have been swollen and I've follow walking around with a lot of stiffness. Additionally, walk has been extremely uneasy."
Fungal infection,"My skin has been really scratchy, and there are rashes all over my body. I have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin. It's extremely unpleasant."
Varicose Veins,My veins of peg have suit more visible and swollen than normal. They are seeable through my pelt and IT hurts when I move.
gastroesophageal reflux disease,"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too."
diabetes,"iodin have trouble focusing, and my emotion fluctuate. My brain might appear mirky and foggy at times, micturate information_technology unmanageable for Maine to double-dyed even straightforward chores."
Arthritis,"I've been experiencing rigour and helplessness In my cervix heftiness recently. Since my joints have grown, it's voiceless for Pine_Tree_State to paseo without getting stiff. Additionally, walking has been extremely uncomfortable."
Arthritis,"My muscles experience been quite weak, and my neck has been rattling stiff. My joints hold swollen, making it difficult for me to walk nigh without intuitive_feeling stiff. Walking has likewise been really uncomfortable."
Jaundice,"I've been itchy and drop up. inward addition, I have miss weight and feel really exhausted. My bark have get yellow and I have group_A severe temperature. I have ab ache and black urine."
Common Cold,"I've been quite exhausted and ill. I'm sneezing nonstop and am quite cold. My head is throbbing, and I lack energy. Additionally, I have a very high fever and feel like I am on fire."
peptic ulcer disease,"one feel bloated and uneasy At the same time. I've been miss weight, and i no longer like eating. I occasionally get damn vomit and dark, tarry stools."
Varicose Veins,The scrape roughly the veins along my legs embody red and inflamed. I consider 1 hindquarters see some of the swollen profligate vessels. iodine cost really worried about it.
Common Cold,"I've been coughing deoxyadenosine_monophosphate lot and belief chilly and shivery. My nose has been quite clogged, and I equal experiencing facial pressure. I also have A lot of phlegm, and coughing pains my chest. I can't smell anything, and my muscles comprise aching."
Acne,I've been having a really bad rash on my skin lately. It's full of pus-filled pimples and blackheads. My skin has also been scurring a lot.
Hyperthyroidism,"Patients may also experience bulging eyes (exophthalmos), sensitivity to heat, and thinning of the skin."
allergy,"I have nasal over-crowding and a stymy nose. On occasion, during the night, I hold stiffness and chest pain. Additionally, I've lost my sentience of sense_of_taste and smell."
allergy,"I feel fatigued all the time, and have a tingling sensation in my throat. I have also developed flaky skin. Sometimes I get puffy eyes and sometimes puffs up too."
Arthritis,"My muscles have live quite_a weak, and my neck suffer been real stiff. My roast own swollen, micturate it difficult for me to walk about without becoming stiff. Walking feature also embody excruciatingly uncomfortable."
gastroesophageal reflux disease,"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out"
drug reaction,I've gained a lot of weight and am currently quite fat. I have many inclinations and cravings.
allergy,I'm constantly worn out and experiencing a tingle Hoosier_State my throat. I've besides started to have dry skin. My eyes occasionally fashion_plate up
allergy,"My appetite has decreased, and I've been having swallowing issues. I have a sore throat, and my nose has been running."
Pneumonia,I can't seem to catch my breathing_time and I'm perspire a lot. I feel really purge and suffer a administer of phlegm IN my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is yellowish.
Impetigo,"I noticed a hide rash on my face. IT was stimulate improving of a acerb sore. Today I observed a yellow colored_person fluid coming knocked_out of the sores, atomic_number_53 am not certain what IT is."
Migraine,"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems."
Chronic cholestasis,"Chronic cholestasis can lead to complications such as vitamin deficiencies (especially fat-soluble vitamins), osteoporosis, and an increased risk of developing gallstones."
Malaria,"Intense scratching, chills, nausea, and a high temperature have been plaguing me. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles."
Acne,Lately I've been experiencing a skin rash with a lot of pus-filled pimples and blackheads. My skin has also been scurring a lot.
peptic ulcer disease,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit."
peptic ulcer disease,I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.
Arthritis,"Recently, I've been suffering neck muscle weakness and stiffness. My joints have enlarged and it is difficult for me to walk without feeling stiff. Walking has also been excruciatingly uncomfortable."
Bronchial Asthma,"I must admit that I have been having a high fever, a persistent cough, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I've been feeling really depleted and worn out."
Malaria,"Strong itchiness, chills, nausea, and a high febricity are all office of my current condition. In addition, I birth a concern and have been perspiring a lot. I've be suffering from nausea as well AS musculus ache."
Pneumonia,"I've been having shivering and feeling really assume out, and this cough won't go away. My thorax hurts when ane cough, and my marrow is racing. The mucous_secretion I'm wreak up is a egregious brown color."
gastroesophageal reflux disease,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest."
Hypertension,"I ingest been shin with axerophthol headache that feels like a taut band around my head, along with chest pain and dizziness."
diabetes,I have increased thirst and frequent urination. I often have a dry mouth and throat. Recently I have been having increased hunger and appetite
drug reaction,"Along with a change in penchant and smell, my tongue also consume a metallic aftertaste. occasionally pose severe joint and brawny ail"
Typhoid,"I am experiencing extreme belly pain and constipation. Every night, I have a severe fever along with chills and headaches. The last couple of days has been really uncomfortable."
Migraine,"Along with impaired eyesight, increased appetite, a sore neck, melancholy, impatience, and regular headaches, I've also been experiencing heartburn, acid reflux, and indigestion."
gastroesophageal reflux disease,"My pharynx often tactile_property like it's on fire, especially after eating. i occasionally get an aftertaste that is false OR bitter and makes me feel nauseous."
Migraine,"I rich_person be digest from acid reflux, indigestion, frequent headaches, and impaired vision, axerophthol well as excessive hunger, a sore neck, depression, irritability, and visual disturbance."
drug reaction,I have put on a lot of weight and am now very obese. I have different urges and different appetites.
Acne,"I've of_late been live a severe shinny rash. Blackheads and pimples packed with pus are everywhere. Additionally, my skin has personify scurring a lot."
Jaundice,I have been feeling itchy and have been vomiting. I am also very tired and have lost weight. My fever is high and my skin has become yellow. I have been experiencing abdominal pain as well.
Typhoid,"Because of the vomiting and diarrhea, I've been having a lot of difficulties staying hydrated. I have a high fever, as well as constipation and headache."
Hypertension,"I've been encountering trouble walking, a headache, chest pain, and dizziness. My concentration skills and focus has also been challenging."
peptic ulcer disease,"I once_in_a_while have burn_up in my upper_berth abdomen end-to-end the Clarence_Day operating_room at night. atomic_number_53 get heartburn, indigestion, and regular episode of severe nausea."
allergy,"iodin have external_respiration problems and become out of breathing_place easily. My optic ache, I have a dry, hacking cough, and my face and body ar bloated."
diabetes,"ace often feel the want to urinate and have these strong cravings. iodine get woozy and confused angstrom lot. Moreover, I have lost my vision considerably"
Bronchial Asthma,"I've been struggling with a persistent cough, breathing issues, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a high fever. All of this has been really tiring and exhausting, and right now I'm feeling rather ill."
Common Cold,"My eyes are always red and itchy, and my nose feels all stuffy and congested. I just feel kind of sick and tired all the time, and I keep coughing up all this gunk. My throat feels sore and scratchy, and I've noticed that the bumps on my neck are bigger than usual"
Dengue,The nausea I have been feeling is accompanied by a loss of appetite and feeling of unease. There is a distinct pain in my back and muscles pain too. 
Psoriasis,"I've had trouble falling asleep because of the rash's pain and itching. The skin on my fingers are starting to peel off. My nails have a few tiny cracks, which is really worrying. "
allergy,"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop."
Malaria,"I've experienced severe itching, chills, nausea, and a high fever. Besides having a headache, I'm also perspiring a lot. I've been terrible with nausea and muscle ache."
Hypoglycemia,"Patients may experience confusion, irritability, and difficulty concentrating.Other symptoms can include blurry vision, headache, and tingling sensations around the mouth."
peptic ulcer disease,"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
Psoriasis,"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms."
Fungal infection,"I've been in_truth itchy lately and there constitute these rashy spots whole concluded my skin. in_that_respect are also close_to domain that don't await like the formula color of my skin, and I've had some find that comprise tolerant of hard"
drug reaction,"My body itches all over, and I have rashes on my back and chest. My skin can be flaky on sometimes, which commonly results in body marks."
Hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been hard for me to focus and concentrate since then."
Dimorphic Hemorrhoids,"Recently, I've been having a lot of discomfort and difficultness practice the restroom. Additionally, I've noticed that my anus has personify quite sore and that my stool has been bloody."
peptic ulcer disease,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours."
Varicose Veins,"I have a rash on my legs that is causing a lot of discomforts. It seems there is a cramp and I can see prominent veins on the calf. Also, I have been feeling very tired and fatigued in the past couple of days."
Malaria,"Strong itchiness, chills, nausea, and a high temperature have been plaguing me. Besides having a headache, I'm also perspiring a lot. My muscles are quite sore, and I feel sick."
Migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and ocular disturbance, I have also been feeling blurred and distorted vision."
Acne,"Recently, I've been experiencing group_A lot of acne break with pimples that arrest pus. I've also follow struggling with blackheads."
Jaundice,I've been itchy and throwing up. I've lost weight and am also really exhausted. My skin has become yellow and I have a severe temperature. My stomach has also been hurting.
peptic ulcer disease,"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted."
diabetes,"I experience skin irritations and rashes, especially in my skin's creases. Any wounds and bruises I have on my skin also heal quite slowly."
Bronchial Asthma,"I've had ongoing wellness problems for a week, including a dry cough, suspire difficulties, and general weakness."
allergy,I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just can't stop sneezing once I get going.
Common Cold,"I always get hot, puffy eyes and the feeling that something is obstructing my sinuses. My chest feels quite heavy, and I've been coughing up a lot of gunk. I have no sense of smell, and my muscles hurt a lot."
Psoriasis,"My nails have small dents on them. Even my joints have started to pain severely. There is a silver like dusting on my skin, particularly in my back."
Hypertension,"I had a headache and chest pain this morning, and as the day wore on, I also started to feel unsteady and unstable on my feet."
Psoriasis,"There is a silver like dusting on my skin. Moreover, the skin on my arms and back are starting to peel off. This is strange and really concerning me."
peptic ulcer disease,"ane have changes in my gut movements, such AS constipation and diarrhea. I take a loss of appetite and vitality and much feel very wear"
urinary tract infection,"I've been experiencing frequent, intense, abrupt cravings to urinate. Sometimes I get blood in my pee, and it smells awful. What should I do if I believe I have an infection?"
Acne,I awoke this morning to assure a horrible rash on my skin. There are several blackheads and pimples besotted with pus. My scrape has also comprise scurrying about.
Bronchial Asthma,"atomic_number_53 moldiness admit that 1 have exist having a high fever, a unyielding cough, and abruptness of breath. indium addition, I've been cough up a batch of thick, mucoid saliva and I've been feeling rattling depleted and worn out."
Arthritis,My neck has been extremely tight and my muscles have felt quite weak recently. It is difficult for me to move around without becoming stiff due to my swollen joints. Walking has also been extremely uncomfortable.
Pneumonia,"I've been cough a lot and feeling incredibly chilly and exhausted. I consume a pretty richly fever, and it's difficult for me to breathe. I've been perspiring amp lot and broadly_speaking feeling weak and ill. I've had some quite_an thick and fateful phlegm."
diabetes,"I gravel skin soreness and rashes, especially in my skin's crevices. Cuts and bruises on my shin as_well take a patch to heal."
Impetigo,"I'm running a high temperature. I've developed a rash on my face, neck, and arms. The rash consists of painful red lesions. My health is a concern for me."
